v8-version,8,1,307,31,-node.33,0
code-creation,Builtin,3,5863,0x14169e0,12,DateTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,5868,0x1416a00,12,DateTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,5874,0x1416a20,12,DateTimeFormatSupportedLocalesOf
code-creation,Builtin,3,5879,0x1416a40,12,DisplayNamesConstructor
code-creation,Builtin,3,5884,0x1416a60,12,DisplayNamesPrototypeOf
code-creation,Builtin,3,5890,0x1416a80,12,DisplayNamesPrototypeResolvedOptions
code-creation,Builtin,3,5895,0x1416aa0,12,DisplayNamesSupportedLocalesOf
code-creation,Builtin,3,5901,0x1416ac0,12,IntlGetCanonicalLocales
code-creation,Builtin,3,5906,0x1416ae0,12,ListFormatConstructor
code-creation,Builtin,3,5911,0x1416b00,280,ListFormatPrototypeFormat
code-creation,Builtin,3,5916,0x1416c20,280,ListFormatPrototypeFormatToParts
code-creation,Builtin,3,5922,0x1416d40,12,ListFormatPrototypeResolvedOptions
code-creation,Builtin,3,5927,0x1416d60,12,ListFormatSupportedLocalesOf
code-creation,Builtin,3,5933,0x1416d80,12,LocaleConstructor
code-creation,Builtin,3,5938,0x1416da0,12,LocalePrototypeBaseName
code-creation,Builtin,3,5943,0x1416dc0,12,LocalePrototypeCalendar
code-creation,Builtin,3,5948,0x1416de0,12,LocalePrototypeCaseFirst
code-creation,Builtin,3,5953,0x1416e00,12,LocalePrototypeCollation
code-creation,Builtin,3,5959,0x1416e20,12,LocalePrototypeHourCycle
code-creation,Builtin,3,5964,0x1416e40,12,LocalePrototypeLanguage
code-creation,Builtin,3,5969,0x1416e60,12,LocalePrototypeMaximize
code-creation,Builtin,3,5974,0x1416e80,12,LocalePrototypeMinimize
code-creation,Builtin,3,5979,0x1416ea0,12,LocalePrototypeNumeric
code-creation,Builtin,3,5984,0x1416ec0,12,LocalePrototypeNumberingSystem
code-creation,Builtin,3,5990,0x1416ee0,12,LocalePrototypeRegion
code-creation,Builtin,3,5995,0x1416f00,12,LocalePrototypeScript
code-creation,Builtin,3,6000,0x1416f20,12,LocalePrototypeToString
code-creation,Builtin,3,6006,0x1416f40,12,NumberFormatConstructor
code-creation,Builtin,3,6011,0x1416f60,12,NumberFormatInternalFormatNumber
tick,0x7f2938852297,6017,0,0x0,6
tick,0x7f293941ba92,6023,0,0x0,6
tick,0x7f2938852297,6027,0,0x0,6
tick,0xe44754,6031,0,0x0,6
code-creation,Builtin,3,6037,0x1416f80,12,NumberFormatPrototypeFormatNumber
code-creation,Builtin,3,6042,0x1416fa0,12,NumberFormatPrototypeFormatToParts
code-creation,Builtin,3,6046,0x1416fc0,12,NumberFormatPrototypeResolvedOptions
code-creation,Builtin,3,6049,0x1416fe0,12,NumberFormatSupportedLocalesOf
code-creation,Builtin,3,6052,0x1417000,12,PluralRulesConstructor
code-creation,Builtin,3,6055,0x1417020,12,PluralRulesPrototypeResolvedOptions
code-creation,Builtin,3,6058,0x1417040,12,PluralRulesPrototypeSelect
code-creation,Builtin,3,6063,0x1417060,12,PluralRulesSupportedLocalesOf
code-creation,Builtin,3,6066,0x1417080,12,RelativeTimeFormatConstructor
code-creation,Builtin,3,6069,0x14170a0,12,RelativeTimeFormatPrototypeFormat
code-creation,Builtin,3,6072,0x14170c0,12,RelativeTimeFormatPrototypeFormatToParts
code-creation,Builtin,3,6075,0x14170e0,12,RelativeTimeFormatPrototypeResolvedOptions
code-creation,Builtin,3,6078,0x1417100,12,RelativeTimeFormatSupportedLocalesOf
code-creation,Builtin,3,6081,0x1417120,12,SegmenterConstructor
code-creation,Builtin,3,6084,0x1417140,12,SegmenterPrototypeResolvedOptions
code-creation,Builtin,3,6087,0x1417160,12,SegmenterPrototypeSegment
code-creation,Builtin,3,6090,0x1417180,12,SegmenterSupportedLocalesOf
code-creation,Builtin,3,6093,0x14171a0,12,SegmentIteratorPrototypeBreakType
code-creation,Builtin,3,6096,0x14171c0,12,SegmentIteratorPrototypeFollowing
code-creation,Builtin,3,6099,0x14171e0,12,SegmentIteratorPrototypePreceding
code-creation,Builtin,3,6102,0x1417200,12,SegmentIteratorPrototypeIndex
code-creation,Builtin,3,6105,0x1417220,12,SegmentIteratorPrototypeNext
code-creation,Builtin,3,6107,0x1417240,12,StringPrototypeNormalizeIntl
code-creation,Builtin,3,6110,0x1417260,12,StringPrototypeToLocaleLowerCase
code-creation,Builtin,3,6113,0x1417280,12,StringPrototypeToLocaleUpperCase
code-creation,Builtin,3,6116,0x14172a0,265,StringPrototypeToLowerCaseIntl
code-creation,Builtin,3,6119,0x14173c0,12,StringPrototypeToUpperCaseIntl
code-creation,Builtin,3,6122,0x14173e0,698,StringToLowerCaseIntl
code-creation,Builtin,3,6125,0x14176a0,12,V8BreakIteratorConstructor
code-creation,Builtin,3,6128,0x14176c0,12,V8BreakIteratorInternalAdoptText
code-creation,Builtin,3,6131,0x14176e0,12,V8BreakIteratorInternalBreakType
code-creation,Builtin,3,6134,0x1417700,12,V8BreakIteratorInternalCurrent
code-creation,Builtin,3,6136,0x1417720,12,V8BreakIteratorInternalFirst
code-creation,Builtin,3,6139,0x1417740,12,V8BreakIteratorInternalNext
code-creation,Builtin,3,6142,0x1417760,12,V8BreakIteratorPrototypeAdoptText
code-creation,Builtin,3,6145,0x1417780,12,V8BreakIteratorPrototypeBreakType
code-creation,Builtin,3,6148,0x14177a0,12,V8BreakIteratorPrototypeCurrent
code-creation,Builtin,3,6151,0x14177c0,12,V8BreakIteratorPrototypeFirst
code-creation,Builtin,3,6154,0x14177e0,12,V8BreakIteratorPrototypeNext
code-creation,Builtin,3,6157,0x1417800,12,V8BreakIteratorPrototypeResolvedOptions
code-creation,Builtin,3,6160,0x1417820,12,V8BreakIteratorSupportedLocalesOf
code-creation,BytecodeHandler,1,6164,0x1417840,32,Wide
code-creation,BytecodeHandler,1,6166,0x1417880,32,ExtraWide
code-creation,BytecodeHandler,1,6169,0x14178c0,274,DebugBreakWide
code-creation,BytecodeHandler,1,6172,0x14179e0,274,DebugBreakExtraWide
code-creation,BytecodeHandler,1,6175,0x1417b00,274,DebugBreak0
code-creation,BytecodeHandler,1,6178,0x1417c20,274,DebugBreak1
code-creation,BytecodeHandler,1,6181,0x1417d40,274,DebugBreak2
code-creation,BytecodeHandler,1,6183,0x1417e60,274,DebugBreak3
code-creation,BytecodeHandler,1,6186,0x1417f80,274,DebugBreak4
code-creation,BytecodeHandler,1,6189,0x14180a0,274,DebugBreak5
code-creation,BytecodeHandler,1,6191,0x14181c0,274,DebugBreak6
code-creation,BytecodeHandler,1,6194,0x14182e0,60,LdaZero
code-creation,BytecodeHandler,1,6197,0x1418320,68,LdaSmi
code-creation,BytecodeHandler,1,6199,0x1418380,64,LdaUndefined
code-creation,BytecodeHandler,1,6202,0x14183e0,64,LdaNull
code-creation,BytecodeHandler,1,6204,0x1418440,64,LdaTheHole
code-creation,BytecodeHandler,1,6207,0x14184a0,28,LdaTrue
code-creation,BytecodeHandler,1,6210,0x14184c0,28,LdaFalse
code-creation,BytecodeHandler,1,6212,0x14184e0,72,LdaConstant
code-creation,BytecodeHandler,1,6215,0x1418540,4612,LdaGlobal
code-creation,BytecodeHandler,1,6218,0x1419760,3814,LdaGlobalInsideTypeof
code-creation,BytecodeHandler,1,6221,0x141a660,241,StaGlobal
code-creation,BytecodeHandler,1,6223,0x141a760,48,PushContext
code-creation,BytecodeHandler,1,6226,0x141a7a0,44,PopContext
code-creation,BytecodeHandler,1,6229,0x141a7e0,100,LdaContextSlot
code-creation,BytecodeHandler,1,6233,0x141a860,72,LdaImmutableContextSlot
code-creation,BytecodeHandler,1,6236,0x141a8c0,72,LdaCurrentContextSlot
code-creation,BytecodeHandler,1,6239,0x141a920,44,LdaImmutableCurrentContextSlot
code-creation,BytecodeHandler,1,6242,0x141a960,148,StaContextSlot
code-creation,BytecodeHandler,1,6245,0x141aa00,120,StaCurrentContextSlot
code-creation,BytecodeHandler,1,6248,0x141aa80,145,LdaLookupSlot
code-creation,BytecodeHandler,1,6251,0x141ab20,237,LdaLookupContextSlot
code-creation,BytecodeHandler,1,6254,0x141ac20,3858,LdaLookupGlobalSlot
code-creation,BytecodeHandler,1,6256,0x141bb40,145,LdaLookupSlotInsideTypeof
code-creation,BytecodeHandler,1,6260,0x141bbe0,237,LdaLookupContextSlotInsideTypeof
code-creation,BytecodeHandler,1,6263,0x141bce0,3812,LdaLookupGlobalSlotInsideTypeof
code-creation,BytecodeHandler,1,6266,0x141cbe0,241,StaLookupSlot
code-creation,BytecodeHandler,1,6269,0x141cce0,40,Ldar
code-creation,BytecodeHandler,1,6271,0x141cd20,40,Star
code-creation,BytecodeHandler,1,6274,0x141cd60,48,Mov
code-creation,BytecodeHandler,1,6276,0x141cda0,4078,LdaNamedProperty
code-creation,BytecodeHandler,1,6279,0x141dda0,141,LdaNamedPropertyNoFeedback
code-creation,BytecodeHandler,1,6282,0x141de40,205,LdaKeyedProperty
code-creation,BytecodeHandler,1,6285,0x141df20,140,LdaModuleVariable
code-creation,BytecodeHandler,1,6288,0x141dfc0,309,StaModuleVariable
code-creation,BytecodeHandler,1,6291,0x141e100,193,StaNamedProperty
code-creation,BytecodeHandler,1,6294,0x141e1e0,157,StaNamedPropertyNoFeedback
code-creation,BytecodeHandler,1,6297,0x141e280,193,StaNamedOwnProperty
code-creation,BytecodeHandler,1,6299,0x141e360,185,StaKeyedProperty
code-creation,BytecodeHandler,1,6302,0x141e420,185,StaInArrayLiteral
code-creation,BytecodeHandler,1,6305,0x141e4e0,217,StaDataPropertyInLiteral
code-creation,BytecodeHandler,1,6308,0x141e5c0,181,CollectTypeProfile
code-creation,BytecodeHandler,1,6311,0x141e680,1178,Add
code-creation,BytecodeHandler,1,6313,0x141eb20,1242,Sub
code-creation,BytecodeHandler,1,6316,0x141f000,1098,Mul
code-creation,BytecodeHandler,1,6319,0x141f460,1082,Div
code-creation,BytecodeHandler,1,6321,0x141f8a0,994,Mod
code-creation,BytecodeHandler,1,6324,0x141fca0,205,Exp
code-creation,BytecodeHandler,1,6326,0x141fd80,1004,BitwiseOr
code-creation,BytecodeHandler,1,6329,0x1420180,1008,BitwiseXor
code-creation,BytecodeHandler,1,6332,0x1420580,1008,BitwiseAnd
code-creation,BytecodeHandler,1,6334,0x1420980,1012,ShiftLeft
code-creation,BytecodeHandler,1,6337,0x1420d80,1012,ShiftRight
code-creation,BytecodeHandler,1,6339,0x1421180,1162,ShiftRightLogical
code-creation,BytecodeHandler,1,6342,0x1421620,1010,AddSmi
code-creation,BytecodeHandler,1,6345,0x1421a20,1030,SubSmi
code-creation,BytecodeHandler,1,6347,0x1421e40,874,MulSmi
code-creation,BytecodeHandler,1,6350,0x14221c0,918,DivSmi
code-creation,BytecodeHandler,1,6353,0x1422560,790,ModSmi
code-creation,BytecodeHandler,1,6355,0x1422880,205,ExpSmi
code-creation,BytecodeHandler,1,6358,0x1422960,528,BitwiseOrSmi
code-creation,BytecodeHandler,1,6361,0x1422b80,528,BitwiseXorSmi
code-creation,BytecodeHandler,1,6363,0x1422da0,528,BitwiseAndSmi
code-creation,BytecodeHandler,1,6366,0x1422fc0,552,ShiftLeftSmi
code-creation,BytecodeHandler,1,6369,0x1423200,552,ShiftRightSmi
code-creation,BytecodeHandler,1,6371,0x1423440,722,ShiftRightLogicalSmi
code-creation,BytecodeHandler,1,6374,0x1423720,613,Inc
code-creation,BytecodeHandler,1,6377,0x14239a0,613,Dec
code-creation,BytecodeHandler,1,6379,0x1423c20,621,Negate
code-creation,BytecodeHandler,1,6382,0x1423ea0,540,BitwiseNot
code-creation,BytecodeHandler,1,6385,0x14240c0,120,ToBooleanLogicalNot
code-creation,BytecodeHandler,1,6388,0x1424140,44,LogicalNot
code-creation,BytecodeHandler,1,6390,0x1424180,200,TypeOf
code-creation,BytecodeHandler,1,6393,0x1424260,141,DeletePropertyStrict
code-creation,BytecodeHandler,1,6396,0x1424300,133,DeletePropertySloppy
code-creation,BytecodeHandler,1,6399,0x14243a0,121,GetSuperConstructor
code-creation,BytecodeHandler,1,6402,0x1424420,368,CallAnyReceiver
code-creation,BytecodeHandler,1,6406,0x14245a0,368,CallProperty
code-creation,BytecodeHandler,1,6408,0x1424720,364,CallProperty0
code-creation,BytecodeHandler,1,6411,0x14248a0,380,CallProperty1
code-creation,BytecodeHandler,1,6414,0x1424a20,392,CallProperty2
code-creation,BytecodeHandler,1,6417,0x1424bc0,368,CallUndefinedReceiver
code-creation,BytecodeHandler,1,6420,0x1424d40,372,CallUndefinedReceiver0
code-creation,BytecodeHandler,1,6423,0x1424ec0,372,CallUndefinedReceiver1
code-creation,BytecodeHandler,1,6426,0x1425040,384,CallUndefinedReceiver2
code-creation,BytecodeHandler,1,6429,0x14251e0,68,CallNoFeedback
code-creation,BytecodeHandler,1,6431,0x1425240,368,CallWithSpread
code-creation,BytecodeHandler,1,6434,0x14253c0,145,CallRuntime
code-creation,BytecodeHandler,1,6437,0x1425460,181,CallRuntimeForPair
code-creation,BytecodeHandler,1,6440,0x1425520,72,CallJSRuntime
code-creation,BytecodeHandler,1,6442,0x1425580,1814,InvokeIntrinsic
code-creation,BytecodeHandler,1,6445,0x1425ca0,1030,Construct
code-creation,BytecodeHandler,1,6448,0x14260c0,513,ConstructWithSpread
code-creation,BytecodeHandler,1,6451,0x14262e0,1856,TestEqual
code-creation,BytecodeHandler,1,6453,0x1426a40,1057,TestEqualStrict
code-creation,BytecodeHandler,1,6456,0x1426e80,1948,TestLessThan
code-creation,BytecodeHandler,1,6459,0x1427620,1948,TestGreaterThan
code-creation,BytecodeHandler,1,6462,0x1427dc0,1948,TestLessThanOrEqual
code-creation,BytecodeHandler,1,6465,0x1428560,1948,TestGreaterThanOrEqual
code-creation,BytecodeHandler,1,6468,0x1428d00,56,TestReferenceEqual
code-creation,BytecodeHandler,1,6470,0x1428d40,944,TestInstanceOf
code-creation,BytecodeHandler,1,6473,0x1429100,177,TestIn
code-creation,BytecodeHandler,1,6476,0x14291c0,60,TestUndetectable
code-creation,BytecodeHandler,1,6479,0x1429200,44,TestNull
code-creation,BytecodeHandler,1,6481,0x1429240,44,TestUndefined
code-creation,BytecodeHandler,1,6484,0x1429280,344,TestTypeOf
code-creation,BytecodeHandler,1,6487,0x14293e0,137,ToName
code-creation,BytecodeHandler,1,6489,0x1429480,229,ToNumber
code-creation,BytecodeHandler,1,6492,0x1429580,257,ToNumeric
code-creation,BytecodeHandler,1,6494,0x14296a0,137,ToObject
code-creation,BytecodeHandler,1,6497,0x1429740,137,ToString
code-creation,BytecodeHandler,1,6500,0x14297e0,390,CreateRegExpLiteral
code-creation,BytecodeHandler,1,6503,0x1429980,1536,CreateArrayLiteral
code-creation,BytecodeHandler,1,6506,0x1429fa0,113,CreateArrayFromIterable
code-creation,BytecodeHandler,1,6509,0x142a020,854,CreateEmptyArrayLiteral
code-creation,BytecodeHandler,1,6511,0x142a380,2270,CreateObjectLiteral
code-creation,BytecodeHandler,1,6514,0x142ac60,233,CreateEmptyObjectLiteral
code-creation,BytecodeHandler,1,6517,0x142ad60,189,CloneObject
code-creation,BytecodeHandler,1,6520,0x142ae20,362,GetTemplateObject
code-creation,BytecodeHandler,1,6523,0x142afa0,345,CreateClosure
code-creation,BytecodeHandler,1,6526,0x142b100,141,CreateBlockContext
code-creation,BytecodeHandler,1,6529,0x142b1a0,153,CreateCatchContext
code-creation,BytecodeHandler,1,6531,0x142b240,274,CreateFunctionContext
code-creation,BytecodeHandler,1,6534,0x142b360,274,CreateEvalContext
code-creation,BytecodeHandler,1,6537,0x142b480,153,CreateWithContext
code-creation,BytecodeHandler,1,6540,0x142b520,1688,CreateMappedArguments
code-creation,BytecodeHandler,1,6543,0x142bbc0,652,CreateUnmappedArguments
code-creation,BytecodeHandler,1,6546,0x142be60,660,CreateRestParameter
code-creation,BytecodeHandler,1,6549,0x142c100,382,JumpLoop
code-creation,BytecodeHandler,1,6551,0x142c280,52,Jump
code-creation,BytecodeHandler,1,6554,0x142c2c0,64,JumpConstant
code-creation,BytecodeHandler,1,6557,0x142c320,84,JumpIfNullConstant
code-creation,BytecodeHandler,1,6560,0x142c380,84,JumpIfNotNullConstant
code-creation,BytecodeHandler,1,6563,0x142c3e0,84,JumpIfUndefinedConstant
code-creation,BytecodeHandler,1,6566,0x142c440,84,JumpIfNotUndefinedConstant
code-creation,BytecodeHandler,1,6569,0x142c4a0,92,JumpIfUndefinedOrNullConstant
code-creation,BytecodeHandler,1,6572,0x142c500,84,JumpIfTrueConstant
code-creation,BytecodeHandler,1,6575,0x142c560,84,JumpIfFalseConstant
code-creation,BytecodeHandler,1,6579,0x142c5c0,96,JumpIfJSReceiverConstant
code-creation,BytecodeHandler,1,6582,0x142c640,160,JumpIfToBooleanTrueConstant
code-creation,BytecodeHandler,1,6585,0x142c700,160,JumpIfToBooleanFalseConstant
code-creation,BytecodeHandler,1,6588,0x142c7c0,148,JumpIfToBooleanTrue
code-creation,BytecodeHandler,1,6591,0x142c860,148,JumpIfToBooleanFalse
code-creation,BytecodeHandler,1,6594,0x142c900,72,JumpIfTrue
code-creation,BytecodeHandler,1,6597,0x142c960,72,JumpIfFalse
code-creation,BytecodeHandler,1,6599,0x142c9c0,72,JumpIfNull
code-creation,BytecodeHandler,1,6602,0x142ca20,72,JumpIfNotNull
code-creation,BytecodeHandler,1,6605,0x142ca80,72,JumpIfUndefined
code-creation,BytecodeHandler,1,6608,0x142cae0,72,JumpIfNotUndefined
code-creation,BytecodeHandler,1,6611,0x142cb40,80,JumpIfUndefinedOrNull
code-creation,BytecodeHandler,1,6614,0x142cba0,84,JumpIfJSReceiver
code-creation,BytecodeHandler,1,6616,0x142cc00,116,SwitchOnSmiNoFeedback
code-creation,BytecodeHandler,1,6619,0x142cc80,485,ForInEnumerate
code-creation,BytecodeHandler,1,6622,0x142ce80,292,ForInPrepare
code-creation,BytecodeHandler,1,6625,0x142cfc0,68,ForInContinue
code-creation,BytecodeHandler,1,6628,0x142d020,281,ForInNext
code-creation,BytecodeHandler,1,6630,0x142d140,56,ForInStep
code-creation,BytecodeHandler,1,6633,0x142d180,145,StackCheck
code-creation,BytecodeHandler,1,6636,0x142d220,44,SetPendingMessage
code-creation,BytecodeHandler,1,6638,0x142d260,137,Throw
code-creation,BytecodeHandler,1,6641,0x142d300,137,ReThrow
code-creation,BytecodeHandler,1,6644,0x142d3a0,133,Return
code-creation,BytecodeHandler,1,6646,0x142d440,177,ThrowReferenceErrorIfHole
code-creation,BytecodeHandler,1,6650,0x142d500,153,ThrowSuperNotCalledIfHole
code-creation,BytecodeHandler,1,6653,0x142d5a0,153,ThrowSuperAlreadyCalledIfNotHole
code-creation,BytecodeHandler,1,6656,0x142d640,128,SwitchOnGeneratorState
code-creation,BytecodeHandler,1,6659,0x142d6e0,605,SuspendGenerator
code-creation,BytecodeHandler,1,6662,0x142d940,136,ResumeGenerator
code-creation,BytecodeHandler,1,6664,0x142d9e0,181,GetIterator
code-creation,BytecodeHandler,1,6667,0x142daa0,125,Debugger
code-creation,BytecodeHandler,1,6670,0x142db20,145,IncBlockCounter
code-creation,BytecodeHandler,1,6673,0x142dbc0,77,Abort
code-creation,BytecodeHandler,1,6675,0x142dc20,81,Illegal
code-creation,BytecodeHandler,1,6678,0x142dc80,282,DebugBreak1.Wide
code-creation,BytecodeHandler,1,6681,0x142dda0,282,DebugBreak2.Wide
code-creation,BytecodeHandler,1,6684,0x142dec0,282,DebugBreak3.Wide
code-creation,BytecodeHandler,1,6687,0x142dfe0,282,DebugBreak4.Wide
code-creation,BytecodeHandler,1,6690,0x142e100,282,DebugBreak5.Wide
code-creation,BytecodeHandler,1,6693,0x142e220,282,DebugBreak6.Wide
code-creation,BytecodeHandler,1,6696,0x142e340,40,LdaSmi.Wide
code-creation,BytecodeHandler,1,6699,0x142e380,40,LdaConstant.Wide
code-creation,BytecodeHandler,1,6702,0x142e3c0,3948,LdaGlobal.Wide
code-creation,BytecodeHandler,1,6704,0x142f340,3882,LdaGlobalInsideTypeof.Wide
code-creation,BytecodeHandler,1,6708,0x1430280,241,StaGlobal.Wide
code-creation,BytecodeHandler,1,6710,0x1430380,48,PushContext.Wide
code-creation,BytecodeHandler,1,6713,0x14303c0,44,PopContext.Wide
code-creation,BytecodeHandler,1,6716,0x1430400,72,LdaContextSlot.Wide
code-creation,BytecodeHandler,1,6719,0x1430460,72,LdaImmutableContextSlot.Wide
code-creation,BytecodeHandler,1,6722,0x14304c0,44,LdaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,6726,0x1430500,44,LdaImmutableCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,6729,0x1430540,148,StaContextSlot.Wide
code-creation,BytecodeHandler,1,6732,0x14305e0,120,StaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,6735,0x1430660,149,LdaLookupSlot.Wide
code-creation,BytecodeHandler,1,6738,0x1430700,245,LdaLookupContextSlot.Wide
code-creation,BytecodeHandler,1,6741,0x1430800,4130,LdaLookupGlobalSlot.Wide
code-creation,BytecodeHandler,1,6744,0x1431840,149,LdaLookupSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,6747,0x14318e0,245,LdaLookupContextSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,6752,0x14319e0,4024,LdaLookupGlobalSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,6756,0x14329a0,241,StaLookupSlot.Wide
code-creation,BytecodeHandler,1,6759,0x1432aa0,40,Ldar.Wide
code-creation,BytecodeHandler,1,6762,0x1432ae0,40,Star.Wide
code-creation,BytecodeHandler,1,6764,0x1432b20,48,Mov.Wide
code-creation,BytecodeHandler,1,6767,0x1432b60,4106,LdaNamedProperty.Wide
code-creation,BytecodeHandler,1,6770,0x1433b80,145,LdaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,6773,0x1433c20,177,LdaKeyedProperty.Wide
code-creation,BytecodeHandler,1,6776,0x1433ce0,140,LdaModuleVariable.Wide
code-creation,BytecodeHandler,1,6779,0x1433d80,313,StaModuleVariable.Wide
code-creation,BytecodeHandler,1,6782,0x1433ec0,197,StaNamedProperty.Wide
code-creation,BytecodeHandler,1,6785,0x1433fa0,161,StaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,6789,0x1434060,197,StaNamedOwnProperty.Wide
code-creation,BytecodeHandler,1,6792,0x1434140,189,StaKeyedProperty.Wide
code-creation,BytecodeHandler,1,6795,0x1434200,189,StaInArrayLiteral.Wide
code-creation,BytecodeHandler,1,6798,0x14342c0,221,StaDataPropertyInLiteral.Wide
code-creation,BytecodeHandler,1,6801,0x14343a0,185,CollectTypeProfile.Wide
code-creation,BytecodeHandler,1,6804,0x1434460,1154,Add.Wide
code-creation,BytecodeHandler,1,6807,0x1434900,1238,Sub.Wide
code-creation,BytecodeHandler,1,6810,0x1434de0,1078,Mul.Wide
code-creation,BytecodeHandler,1,6812,0x1435220,1090,Div.Wide
code-creation,BytecodeHandler,1,6815,0x1435680,998,Mod.Wide
code-creation,BytecodeHandler,1,6818,0x1435a80,205,Exp.Wide
code-creation,BytecodeHandler,1,6821,0x1435b60,1008,BitwiseOr.Wide
code-creation,BytecodeHandler,1,6823,0x1435f60,1012,BitwiseXor.Wide
code-creation,BytecodeHandler,1,6826,0x1436360,1012,BitwiseAnd.Wide
code-creation,BytecodeHandler,1,6829,0x1436760,1020,ShiftLeft.Wide
code-creation,BytecodeHandler,1,6832,0x1436b60,1020,ShiftRight.Wide
code-creation,BytecodeHandler,1,6835,0x1436f60,1178,ShiftRightLogical.Wide
code-creation,BytecodeHandler,1,6838,0x1437400,962,AddSmi.Wide
code-creation,BytecodeHandler,1,6841,0x14377e0,1010,SubSmi.Wide
code-creation,BytecodeHandler,1,6844,0x1437be0,874,MulSmi.Wide
code-creation,BytecodeHandler,1,6846,0x1437f60,918,DivSmi.Wide
code-creation,BytecodeHandler,1,6849,0x1438300,790,ModSmi.Wide
code-creation,BytecodeHandler,1,6852,0x1438620,209,ExpSmi.Wide
code-creation,BytecodeHandler,1,6855,0x1438700,532,BitwiseOrSmi.Wide
code-creation,BytecodeHandler,1,6858,0x1438920,532,BitwiseXorSmi.Wide
code-creation,BytecodeHandler,1,6861,0x1438b40,532,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,6863,0x1438d60,556,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,6866,0x1438fa0,556,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,6869,0x14391e0,726,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,6872,0x14394c0,593,Inc.Wide
code-creation,BytecodeHandler,1,6875,0x1439720,593,Dec.Wide
code-creation,BytecodeHandler,1,6878,0x1439980,629,Negate.Wide
code-creation,BytecodeHandler,1,6881,0x1439c00,548,BitwiseNot.Wide
code-creation,BytecodeHandler,1,6884,0x1439e40,145,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,6887,0x1439ee0,137,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,6890,0x1439f80,125,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,6893,0x143a000,372,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,6896,0x143a180,372,CallProperty.Wide
code-creation,BytecodeHandler,1,6899,0x143a300,368,CallProperty0.Wide
code-creation,BytecodeHandler,1,6902,0x143a480,384,CallProperty1.Wide
code-creation,BytecodeHandler,1,6905,0x143a620,396,CallProperty2.Wide
code-creation,BytecodeHandler,1,6908,0x143a7c0,372,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,6911,0x143a940,376,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,6914,0x143aac0,376,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,6917,0x143ac40,384,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,6928,0x143ade0,72,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,6933,0x143ae40,372,CallWithSpread.Wide
code-creation,BytecodeHandler,1,6941,0x143afc0,149,CallRuntime.Wide
code-creation,BytecodeHandler,1,6946,0x143b060,193,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,6952,0x143b140,76,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,6958,0x143b1a0,1818,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,6963,0x143b8c0,1002,Construct.Wide
code-creation,BytecodeHandler,1,6968,0x143bcc0,489,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,6974,0x143bec0,1884,TestEqual.Wide
code-creation,BytecodeHandler,1,6979,0x143c620,1065,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,6985,0x143ca60,1812,TestLessThan.Wide
code-creation,BytecodeHandler,1,6990,0x143d180,1812,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,6995,0x143d8a0,1812,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,7001,0x143dfc0,1812,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,7007,0x143e6e0,56,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,7013,0x143e720,952,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,7018,0x143eae0,177,TestIn.Wide
code-creation,BytecodeHandler,1,7023,0x143eba0,141,ToName.Wide
code-creation,BytecodeHandler,1,7029,0x143ec40,233,ToNumber.Wide
code-creation,BytecodeHandler,1,7034,0x143ed40,257,ToNumeric.Wide
code-creation,BytecodeHandler,1,7039,0x143ee60,141,ToObject.Wide
code-creation,BytecodeHandler,1,7045,0x143ef00,394,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,7050,0x143f0a0,1560,CreateArrayLiteral.Wide
